name,ingredients
queen mother,"bittersweet orange-red aperitivo, dry gin, dubonnet red, overproof pot still rum"
absolute gangster,"bob's abbotts bitters, lillet blanc, sugar syrup, vodka"
tropicalia,"angostura aromatic bitters, banana tea, black tears cacao & coffee spiced rum, difford's falernum liqueur, lime juice, pineapple juice"
cuban love,"black tears cacao & coffee spiced rum, demerara / dark muscovado sugar syrup, lemon juice, pimento dram liqueur, pineapple verdita"
sweet tears of mine,"apple juice, black tears cacao & coffee spiced rum, fino sherry, lemon juice, salted caramel syrup"
pantera rosa,"dry gin, lemon juice, pallini limoncello liqueur, raspberries, sugar syrup"
gangham spritz,"pallini limoncello liqueur, prosecco sparkling wine, tonic water"
gin agrumi highball,"dry gin, pallini limoncello liqueur, pink grapefruit soda"
gin sonic highball,"dry gin, soda water, tonic water"
apple business,"apple juice, dry gin, honey syrup, lime juice"
banana martini,"banana liqueur, banana tea, bob's chocolate bitters, martini extra dry vermouth, vodka"
spanish espresso martini,"espresso coffee, licor 43 original liqueur, vodka"
blanco 43,"licor 43 original liqueur, milk"
carajillo,"espresso coffee, licor 43 original liqueur"
balon 43,"lemon juice, licor 43 original liqueur, soda water"
spanish coffee,"filter coffee, licor 43 original liqueur, single cream / half-and-half"
banana havana highball,"banana liqueur, banana tea soda, rum"
giuseppi's sour,"bepi tosolini grappa di moscato, lemon juice, lime juice, st-germain elderflower liqueur, triple sec"
ancient mariner,"dark/black/blackstrap rum, grapefruit juice, lime juice, pimento dram liqueur, rum, sugar syrup"
art of choke,"cynar or other carciofo amaro, demerara / dark muscovado sugar syrup, green chartreuse liqueur, light rum, lime juice, mint leaves"
barbacoa,"agave syrup, del maguey vida mezcal, ginger sugar syrup, lemon juice, lime, red bell pepper, red jalapeno/fresno chili deseeded & chopped"
bitter giuseppe,"antica formula or other well aged sweet vermouth, cynar or other carciofo amaro, lemon juice, lemon peel, orange bitters"
carondelet,"dry gin, lemon juice, lime juice, orange flower/blossom water, salt, sugar syrup, vanilla sugar syrup"
ce soir (this evening),"angostura aromatic bitters, chilled water, cognac, cynar or other carciofo amaro, orange bitters, yellow chartreuse liqueur"
combustible edison,"cognac, italian red bitter liqueur, lemon juice, sugar syrup"
drink without a name,"green chartreuse liqueur, triple sec, vodka"
public enemy no.1,"black tears cacao & coffee spiced rum, cherry heering cherry brandy liqueur, cynar or other carciofo amaro, disaronno amaretto"
cotillion,"bourbon whiskey, lemon juice, orange juice, rum, triple sec"
bywater,"amer picon, difford's falernum liqueur, green chartreuse liqueur, peychaud's or other creole-style bitters, rum"
st clemence,"dry gin, lemon juice, orange juice, tonic water"
callahan's painkiller,"black tears cacao & coffee spiced rum, cream of coconut, lavender sugar syrup, orange juice, pineapple juice"
navy grog,"demerara / dark muscovado sugar syrup, grapefruit juice, honey syrup, light rum, lime juice, navy rum, pimento dram liqueur, rum"
highland fling,"orange bitters, sweet vermouth, whisky"
the dante,"green chartreuse liqueur, lime juice, mentzendorff kummel liqueur, patron silver blanco tequila, sugar syrup"
tam o' shanter,"orange juice, sweet vermouth, whisky"
el patron,"black tears cacao & coffee spiced rum, brown creme de cacao, citric acid solution, salt, vermouth di torino"
la familia (by ian burrell),"agave syrup, black tears cacao & coffee spiced rum, bob's chocolate bitters, coffee bitters, lime juice"
drop by drop,"barrel aged red beer, black tears cacao & coffee spiced rum, lime juice, orange bitters, pedro ximenez sherry"
mean fiddler,"angostura aromatic bitters, cinnamon sugar syrup, green chartreuse liqueur, italian red bitter liqueur, single pot still irish whiskey, sweet vermouth, whisky"
devil's margarita,"claret red wine, lime juice, patron silver blanco tequila, sugar syrup"
sloegroni,"dry gin, italian red bitter liqueur, martini rosato, sloe gin"
five keys,"bourbon whiskey, cynar or other carciofo amaro, luxardo maraschino liqueur, sweet vermouth"
bicicletta spritz,"italian red bitter liqueur, pinot grigio white wine, soda water"
glee club cocktail,"absinthe, amontillado sherry, burlesque bitters, framboise eau-de-vie, yellow chartreuse liqueur"
lemon drop crusta,"lemon bitters, lemon juice, pallini limoncello liqueur, sugar syrup, vodka"
persepolis,"light rum, lime juice, liquore strega, rose sugar syrup"
count mast,"dry gin, jagermeister, sweet vermouth"
cuban sarsaparilla,"black tears cacao & coffee spiced rum, bob's chocolate bitters, italian red bitter liqueur, lemon juice, root beer"
black corn & oil,"black tears cacao & coffee spiced rum, difford's falernum liqueur, lime juice"
nui nui,"angostura aromatic bitters, cinnamon sugar syrup, lime juice, orange juice, pimento dram liqueur, rum, vanilla sugar syrup"
saturn,"difford's falernum liqueur, dry gin, lemon juice, orgeat syrup, passion fruit syrup"
la cola nostra,"averna amaro, lime juice, martinique v.s.o.p rum, pimento dram liqueur, prosecco sparkling wine, sugar syrup"
black espresso,"black tears cacao & coffee spiced rum, bob's chocolate bitters, espresso coffee, kuromitsu japanese brown sugar syrup, pedro ximenez sherry"
vanessa polk,"angostura aromatic bitters, bob's chocolate bitters, cherry heering cherry brandy liqueur, rum"
brandy sangaree,"cognac, sugar syrup, tawny port"
rum dum sour,"lemon juice, light rum, overproof pot still rum, pasteurised egg white, sugar syrup"
bucket list,"bigallet genepi grand tetras, honey syrup, lemon juice, vodka"
mezcal jackson,"bob's abbotts bitters, coconut rum liqueur, del maguey vida mezcal, disaronno amaretto"
black cuban,"black pepper, black tears cacao & coffee spiced rum, brut champagne, lime cordial, mint leaves, orange bitters"
tears of jungle bird,"black tears cacao & coffee spiced rum, difford's saline solution, italian red bitter liqueur, lemon juice, pineapple liqueur, tonic water"
life is beautiful,"bob's grapefruit bitters, dry gin, martini riserva speciale ambrato, st-germain elderflower liqueur"
explorer 'martini',"amontillado sherry, disaronno amaretto, whisky"
the witches,"akvavit / aquavit, green chartreuse liqueur, manzanilla sherry"
alcazer,"bourbon whiskey, fernet liqueur, orange juice, triple sec"
bon vivant's martini,"americano bianco, jade perique la veritable liqueur de tabac, teapot bitters, vodka"
mujer negra,"black tears cacao & coffee spiced rum, sweet vermouth"
old cuban highball,"lime juice, mint leaves, prosecco sparkling wine, rum, sugar syrup"
clockwork orange no.2,"akvavit / aquavit, bittersweet orange-red aperitivo, bob's chocolate bitters, french press/cafetiere coffee, sugar syrup"
beneventum,"lime juice, liquore strega, martini extra dry vermouth, pink grapefruit soda"
calvados mon amour,"avallen calvados, cinnamon sugar syrup, framboise de ronce, orange juice, pineapple juice"
pina clara,"coconut water, light rum, pineapple sugar syrup"
ginger 'martini',"bob's ginger bitters, ginger liqueur, martini bianco vermouth, martini extra dry vermouth, vodka"
hunter's tea,"brewed cold black breakfast tea, jagermeister, lime juice, maple syrup"
jabberwock,"dry gin, fino sherry, kina aromatised wine, lillet blanc, orange bitters"
tootsie roll,"bob's chocolate bitters, maple syrup, rum"
good cork,"benedictine d.o.m., del maguey vida mezcal, peychaud's or other creole-style bitters, single pot still irish whiskey"
grapefruit drop crusta,"bob's grapefruit bitters, grapefruit flavoured vodka, grapefruit juice, pamplemousse liqueur, sugar syrup"
burnt fuselage,"cognac, martini extra dry vermouth, orange liqueur"
landing gear,"cherry heering cherry brandy liqueur, cognac, luxardo maraschino liqueur, martini extra dry vermouth, orange liqueur"
coffee sour,"coffee liqueur, lemon juice, pasteurised egg white, sugar syrup"
coffee collins,"coffee liqueur, lemon juice, soda water, sugar syrup"
marshmallow 'martini',"passion fruit, passion fruit puree, vanilia vodka, vanilla sugar syrup"
cinnamon 'martini',"cinnamon sugar syrup, passion fruit puree, vanilia vodka, xocolatl mole bitters"
chai latte 'martini',"chai tea, coffee liqueur, milk, sugar syrup, vanilia vodka"
peach 'martini',"lemon juice, passion fruit puree, peach, rosemary sugar syrup, vanilia vodka"
hot cross bun 'martini',"avallen calvados, cinnamon sugar syrup, espresso coffee, vanilia vodka"
valentini,"benedictine d.o.m., lemon juice, raspberry flavoured vodka, small ripe strawberries, strawberry sugar syrup, sugar syrup"
cranberry collins,"cranberry juice, grenadine syrup, italian red bitter liqueur, lemon juice, raspberry flavoured vodka, soda water"
strawberry collins,"lemon juice, soda water, strawberry flavoured vodka, strawberry puree, sugar syrup"
coco bongo club,"coconut water, lime juice, strawberry flavoured vodka, sugar syrup"
strawberry dog,"cranberry juice, grapefruit juice, strawberry flavoured vodka, strawberry sugar syrup"
swedish paloma,"grapefruit flavoured vodka, grapefruit juice, lime juice, soda water, sugar syrup"
irish shandy,"india pale ale beer, irish whiskey, lemonade"
irish old fashioned,"angostura aromatic bitters, irish whiskey, orange bitters, sugar syrup"
dairy milk chocolate,"brown creme de cacao, dutch cacao white creme de cacao, pasteurised egg white, single cream / half-and-half, vodka"
dunkel & sturmig,"angostura aromatic bitters, black tears cacao & coffee spiced rum, coffee liqueur, dunkel / dark / black lager, ginger beer, lime juice"
bird of paradise gin fizz,"lime juice, orange flower/blossom water, pasteurised egg white, portobello old tom gin, raspberry sugar syrup, soda water"
derby cocktail,"chilled water, dry gin, mint leaves, peach bitters, sugar syrup"
aji dulce,"black tears cacao & coffee spiced rum, cucumber, fruit cup liqueur, ginger ale, hot pepper sauce, lime juice"
absinthe spider highball,"absinthe, angostura aromatic bitters, ginger ale"
three of strong,"angostura aromatic bitters, bittersweet orange-red aperitivo, black tears cacao & coffee spiced rum, lemon juice, passion fruit puree, sugar syrup"
patchanka,"black tears cacao & coffee spiced rum, bob's chocolate bitters, chili flakes, italian red bitter liqueur, orange marmalade, sweet vermouth"
tears & dreams,"black tears cacao & coffee spiced rum, cinnamon sugar syrup, eau-de-vie d'abricot, lime juice, pineapple juice, ratfia de marseille"
corpse reviver no.4,"absinthe, lemon juice, lillet blanc, sugar syrup, tequila, triple sec"
old bank,"bigallet china china amer, bourbon whiskey, honey syrup"
stone sour,"apricot brandy liqueur, bourbon whiskey, lemon juice, orange juice, sugar syrup"
new york stone sour,"apricot brandy liqueur, bourbon whiskey, claret red wine, lemon juice, orange juice, sugar syrup"
margarita (frozen),"lime juice, patron silver blanco tequila, sugar syrup, triple sec"
maple rum old-fashioned,"angostura aromatic bitters, maple syrup, rum"
mexican firing squad special,"angostura aromatic bitters, grenadine syrup, lime juice, tequila"
sinnerman,"black tears cacao & coffee spiced rum, bob's chocolate bitters, martini riserva speciale ambrato, powdered panela sugar, soda water"
white sting,"acqua bianca liqueur, cognac"
spritzer fresco,"acqua bianca liqueur, grapefruit juice, italicus liqueur, prosecco sparkling wine"
white grasshopper,"acqua bianca liqueur, dutch cacao white creme de cacao, single cream / half-and-half"
white water sour,"acqua bianca liqueur, lemon juice, pasteurised egg white"
salvamento,"acqua bianca liqueur, avallen calvados, montenegro amaro"
white spider,"acqua bianca liqueur, vodka"
ciao bella,"acqua bianca liqueur, dutch cacao white creme de cacao"
white water ride,"acqua bianca liqueur, coconut water, light rum, white overproof rum"
sweetheart,"cranberry juice, lime juice, rose petal liqueur, vodka"
silent tears,"*special ingredient #1, black tears cacao & coffee spiced rum, cucumber sugar syrup, ginger beer, pineapple juice"
grappa & ginger highball,"bepi tosolini grappa di moscato, bob's vanilla bitters, ginger ale"
bald head,"dry gin, martini extra dry vermouth, sweet vermouth"
strawberry swizzle,"angostura aromatic bitters, fino sherry, grenadine syrup, soda water, strawberry flavoured vodka"
monte cassino sunrise,"bepi tosolini grappa di moscato, grenadine syrup, orange juice, pallini limoncello liqueur"
florence cocktail,"bepi tosolini grappa di moscato, lemon juice, sugar syrup, triple sec"
grappa sour,"bepi tosolini grappa di moscato, lemon juice, pasteurised egg white, sugar syrup"
jet pilot,"absinthe, angostura aromatic bitters, cinnamon sugar syrup, difford's falernum liqueur, grapefruit juice, lime juice, overproof aged rum, overproof pot still rum, rum"
dry martini (4:1 ratio),"dry gin, martini extra dry vermouth, orange bitters"
jean harlow,"light rum, orange bitters, sweet vermouth"
anurka,"bob's grapefruit bitters, dry cider, martini riserva speciale bitter, sweet vermouth"
tearful chocolate mojito,"*special ingredient #1, black tears cacao & coffee spiced rum, bob's chocolate bitters, lime juice, mint leaves, tonic water"
drones club,"angostura aromatic bitters, cognac, rum, vermouth di torino"
ballroom,"bob's chocolate bitters, chilled water, coffee liqueur, whisky"
eider duck,"cognac, kirschwasser eau-de-vie, lemon juice, orange liqueur"
sunray,"bourbon whiskey, kina aromatised wine, lillet blanc, orange juice, orange liqueur"
crazy crossing,"dry gin, dubonnet red, luxardo maraschino liqueur, mandarine napoleon liqueur, sweet vermouth"
margaret rose,"avallen calvados, dry gin, grenadine syrup, lemon juice, triple sec"
marconi,"avallen calvados, sweet vermouth"
the broady,"cherry heering cherry brandy liqueur, del maguey vida mezcal, orange juice, sweet vermouth, tequila"
dry martini (10:1 ratio) preferred shaken,"dry gin, martini extra dry vermouth, orange bitters"
back to the origin,"black tears cacao & coffee spiced rum, claret red wine, honey syrup, st-germain elderflower liqueur, yuzushu liqueur"
